Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Feb-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,33.17800057
Feb-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.69796535
Feb-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,3.22712911
Feb-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.71991736
Feb-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,36.73341386
Feb-2015,13 weeks and under 26 weeks (3-6 months),Victoria,37.6372322
Feb-2015,13 weeks and under 26 weeks (3-6 months),Queensland,25.44038788
Feb-2015,13 weeks and under 26 weeks (3-6 months),South Australia,7.91406018
Feb-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,10.83456242
Feb-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.46167995
Feb-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.8343027
Feb-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.20207339
Feb-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,27.24309172
Feb-2015,26 weeks and under 52 weeks (6-12 months),Victoria,20.69222135
Feb-2015,26 weeks and under 52 weeks (6-12 months),Queensland,21.36225331
Feb-2015,26 weeks and under 52 weeks (6-12 months),South Australia,8.97964246
Feb-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,7.23652513
Feb-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.06185613
Feb-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.10584029
Feb-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.71702767
Feb-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,31.561935
Feb-2015,52 weeks and under 104 weeks (1-2 years),Victoria,32.35976155
Feb-2015,52 weeks and under 104 weeks (1-2 years),Queensland,29.20355263
Feb-2015,52 weeks and under 104 weeks (1-2 years),South Australia,9.36986433
Feb-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,13.15296641
Feb-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,3.6156108
Feb-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.28644639
Feb-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.66150768
Feb-2015,104 weeks and over (2 years and over),New South Wales,34.83939052
Feb-2015,104 weeks and over (2 years and over),Victoria,14.44258431
Feb-2015,104 weeks and over (2 years and over),Queensland,21.92514518
Feb-2015,104 weeks and over (2 years and over),South Australia,7.93824383
Feb-2015,104 weeks and over (2 years and over),Western Australia,7.91961194
Feb-2015,104 weeks and over (2 years and over),Tasmania,2.56823003
Feb-2015,104 weeks and over (2 years and over),Australian Capital Territory,1.09088061
Mar-2015,Under 4 weeks (under 1 month),New South Wales,39.8557189
Mar-2015,Under 4 weeks (under 1 month),Victoria,44.97738232
Mar-2015,Under 4 weeks (under 1 month),Queensland,24.9357776
Mar-2015,Under 4 weeks (under 1 month),South Australia,9.79306829
Mar-2015,Under 4 weeks (under 1 month),Western Australia,18.8567934
Mar-2015,Under 4 weeks (under 1 month),Tasmania,3.1715387
Mar-2015,Under 4 weeks (under 1 month),Northern Territory,1.61963549
Mar-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.14205671
Mar-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,74.06218915
Mar-2015,4 weeks and under 13 weeks (1-3 months),Victoria,71.99091311
Mar-2015,4 weeks and under 13 weeks (1-3 months),Queensland,58.69766683
Mar-2015,4 weeks and under 13 weeks (1-3 months),South Australia,16.04616389
Mar-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,30.12466726
Mar-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.58555096
Mar-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.72594607
Mar-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.86339378
Mar-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,39.28515604
Mar-2015,13 weeks and under 26 weeks (3-6 months),Victoria,31.37161465
Mar-2015,13 weeks and under 26 weeks (3-6 months),Queensland,29.8194166
Mar-2015,13 weeks and under 26 weeks (3-6 months),South Australia,7.51104035
Mar-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,12.26334147
Mar-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.64168643
Mar-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.83663267
Mar-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.51668119
Mar-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,25.36940306
Mar-2015,26 weeks and under 52 weeks (6-12 months),Victoria,15.73575885
Mar-2015,26 weeks and under 52 weeks (6-12 months),Queensland,21.87064623
Mar-2015,26 weeks and under 52 weeks (6-12 months),South Australia,5.28819008
Mar-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,9.86361542
Mar-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,1.92313679
Mar-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.33783801
Mar-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.56958528
Mar-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,28.3514039
Mar-2015,52 weeks and under 104 weeks (1-2 years),Victoria,28.99229211
Mar-2015,52 weeks and under 104 weeks (1-2 years),Queensland,21.36065385
Mar-2015,52 weeks and under 104 weeks (1-2 years),South Australia,7.81686997
Mar-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,7.63091017
Mar-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.98365254
Mar-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.52056563
Mar-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.3549063
Mar-2015,104 weeks and over (2 years and over),New South Wales,35.243448
Mar-2015,104 weeks and over (2 years and over),Victoria,18.93271442
Mar-2015,104 weeks and over (2 years and over),Queensland,21.93082689
Mar-2015,104 weeks and over (2 years and over),South Australia,10.865756
Mar-2015,104 weeks and over (2 years and over),Western Australia,6.10205329
Mar-2015,104 weeks and over (2 years and over),Tasmania,2.44081621
Mar-2015,104 weeks and over (2 years and over),Northern Territory,0.0697374
Mar-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.53991096
Apr-2015,Under 4 weeks (under 1 month),New South Wales,37.83322944
Apr-2015,Under 4 weeks (under 1 month),Victoria,33.9995403
Apr-2015,Under 4 weeks (under 1 month),Queensland,27.23912221
Apr-2015,Under 4 weeks (under 1 month),South Australia,10.53020332
Apr-2015,Under 4 weeks (under 1 month),Western Australia,18.94390612
Apr-2015,Under 4 weeks (under 1 month),Tasmania,3.38901094
Apr-2015,Under 4 weeks (under 1 month),Northern Territory,1.30437885
Apr-2015,Under 4 weeks (under 1 month),Australian Capital Territory,1.64266502
Apr-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,64.03297736
Apr-2015,4 weeks and under 13 weeks (1-3 months),Victoria,60.1299659
Apr-2015,4 weeks and under 13 weeks (1-3 months),Queensland,37.11947188
Apr-2015,4 weeks and under 13 weeks (1-3 months),South Australia,15.72489877
Apr-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,22.38463999
Apr-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,4.42300162
Apr-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,2.74268221
Apr-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.93969563
Apr-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,41.93526298
Apr-2015,13 weeks and under 26 weeks (3-6 months),Victoria,42.00224561
Apr-2015,13 weeks and under 26 weeks (3-6 months),Queensland,40.08875138
Apr-2015,13 weeks and under 26 weeks (3-6 months),South Australia,12.84699558
Apr-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,17.80209285
Apr-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,3.5781962
Apr-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.19345718
Apr-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.71123258
Apr-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,23.59421542
Apr-2015,26 weeks and under 52 weeks (6-12 months),Victoria,18.65368476
Apr-2015,26 weeks and under 52 weeks (6-12 months),Queensland,18.58305975
Apr-2015,26 weeks and under 52 weeks (6-12 months),South Australia,6.92622948
Apr-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,6.64122638
Apr-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.03106248
Apr-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.68059681
Apr-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.12790725
Apr-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,27.02617667
Apr-2015,52 weeks and under 104 weeks (1-2 years),Victoria,27.87362469
Apr-2015,52 weeks and under 104 weeks (1-2 years),Queensland,22.11939799
Apr-2015,52 weeks and under 104 weeks (1-2 years),South Australia,7.36364706
Apr-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,8.79090078
Apr-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.64975008
Apr-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.20506599
Apr-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,2.16453595
Apr-2015,104 weeks and over (2 years and over),New South Wales,31.26563569
Apr-2015,104 weeks and over (2 years and over),Victoria,17.82620631
Apr-2015,104 weeks and over (2 years and over),Queensland,14.57089254
Apr-2015,104 weeks and over (2 years and over),South Australia,8.65447065
Apr-2015,104 weeks and over (2 years and over),Western Australia,7.59855547
Apr-2015,104 weeks and over (2 years and over),Tasmania,2.4105423
Apr-2015,104 weeks and over (2 years and over),Northern Territory,0.32680121
Apr-2015,104 weeks and over (2 years and over),Australian Capital Territory,1.05595558
May-2015,Under 4 weeks (under 1 month),New South Wales,31.89197312
May-2015,Under 4 weeks (under 1 month),Victoria,36.47945907
May-2015,Under 4 weeks (under 1 month),Queensland,29.78653684
May-2015,Under 4 weeks (under 1 month),South Australia,10.0188818
May-2015,Under 4 weeks (under 1 month),Western Australia,12.56625705
May-2015,Under 4 weeks (under 1 month),Tasmania,2.83604569
May-2015,Under 4 weeks (under 1 month),Northern Territory,2.08820934
May-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.18585635
May-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,46.7220263
May-2015,4 weeks and under 13 weeks (1-3 months),Victoria,37.6418358
May-2015,4 weeks and under 13 weeks (1-3 months),Queensland,26.90922024
May-2015,4 weeks and under 13 weeks (1-3 months),South Australia,15.31730224
May-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,17.60346594
May-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.78740985
May-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.97864299
May-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.63988305
May-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,53.36125206
May-2015,13 weeks and under 26 weeks (3-6 months),Victoria,46.0142752
May-2015,13 weeks and under 26 weeks (3-6 months),Queensland,37.78729458
May-2015,13 weeks and under 26 weeks (3-6 months),South Australia,18.42360769
May-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,19.22228512
May-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.71534403
May-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.41983335
May-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.66802095
May-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,26.04258158
May-2015,26 weeks and under 52 weeks (6-12 months),Victoria,25.3069765
May-2015,26 weeks and under 52 weeks (6-12 months),Queensland,25.0947117
May-2015,26 weeks and under 52 weeks (6-12 months),South Australia,6.23048522
May-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,5.70883776
May-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.42069157
May-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.07510811
May-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.02519498
May-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,33.42841504
May-2015,52 weeks and under 104 weeks (1-2 years),Victoria,25.39475235
May-2015,52 weeks and under 104 weeks (1-2 years),Queensland,17.16244746
May-2015,52 weeks and under 104 weeks (1-2 years),South Australia,7.88496432
May-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,6.22779347
May-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.28670121
May-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.4211006
May-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.52746224
May-2015,104 weeks and over (2 years and over),New South Wales,28.83995868
May-2015,104 weeks and over (2 years and over),Victoria,14.8597218
May-2015,104 weeks and over (2 years and over),Queensland,17.59845658
May-2015,104 weeks and over (2 years and over),South Australia,8.40870225
May-2015,104 weeks and over (2 years and over),Western Australia,9.49786437
May-2015,104 weeks and over (2 years and over),Tasmania,2.79526387
May-2015,104 weeks and over (2 years and over),Northern Territory,0.21852078
May-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.66940404
Jun-2015,Under 4 weeks (under 1 month),New South Wales,35.84487997
Jun-2015,Under 4 weeks (under 1 month),Victoria,34.74204334
Jun-2015,Under 4 weeks (under 1 month),Queensland,26.90910546
Jun-2015,Under 4 weeks (under 1 month),South Australia,12.59530929
Jun-2015,Under 4 weeks (under 1 month),Western Australia,14.96794421
Jun-2015,Under 4 weeks (under 1 month),Tasmania,2.62881475
Jun-2015,Under 4 weeks (under 1 month),Northern Territory,0.94372986
Jun-2015,Under 4 weeks (under 1 month),Australian Capital Territory,1.66763525
Jun-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,42.68606574
Jun-2015,4 weeks and under 13 weeks (1-3 months),Victoria,42.47701507
Jun-2015,4 weeks and under 13 weeks (1-3 months),Queensland,25.02862292
Jun-2015,4 weeks and under 13 weeks (1-3 months),South Australia,12.90976343
Jun-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,17.64693813
Jun-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,2.71368364
Jun-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.73056122
Jun-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.46002518
Jun-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,48.72568422
Jun-2015,13 weeks and under 26 weeks (3-6 months),Victoria,47.93233973
Jun-2015,13 weeks and under 26 weeks (3-6 months),Queensland,38.56542521
Jun-2015,13 weeks and under 26 weeks (3-6 months),South Australia,17.26691317
Jun-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,16.99288501
Jun-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,3.85900826
Jun-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.25946504
Jun-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.47989023
Jun-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,29.43641265
Jun-2015,26 weeks and under 52 weeks (6-12 months),Victoria,15.0172056
Jun-2015,26 weeks and under 52 weeks (6-12 months),Queensland,23.1077421
Jun-2015,26 weeks and under 52 weeks (6-12 months),South Australia,9.48570764
Jun-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,9.09709408
Jun-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.10683762
Jun-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.69034364
Jun-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,0.62256965
Jun-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,30.93104774
Jun-2015,52 weeks and under 104 weeks (1-2 years),Victoria,27.87068147
Jun-2015,52 weeks and under 104 weeks (1-2 years),Queensland,20.19121644
Jun-2015,52 weeks and under 104 weeks (1-2 years),South Australia,8.06729453
Jun-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,7.8008879
Jun-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.0538218
Jun-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.66445488
Jun-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.8187744
Jun-2015,104 weeks and over (2 years and over),New South Wales,32.99717551
Jun-2015,104 weeks and over (2 years and over),Victoria,13.79690525
Jun-2015,104 weeks and over (2 years and over),Queensland,12.04067444
Jun-2015,104 weeks and over (2 years and over),South Australia,8.92252713
Jun-2015,104 weeks and over (2 years and over),Western Australia,14.4030943
Jun-2015,104 weeks and over (2 years and over),Tasmania,3.12075406
Jun-2015,104 weeks and over (2 years and over),Northern Territory,1.52573813
Jun-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.90169349
Jul-2015,Under 4 weeks (under 1 month),New South Wales,47.50898108
Jul-2015,Under 4 weeks (under 1 month),Victoria,42.92260422
Jul-2015,Under 4 weeks (under 1 month),Queensland,35.95151749
Jul-2015,Under 4 weeks (under 1 month),South Australia,12.23971532
Jul-2015,Under 4 weeks (under 1 month),Western Australia,22.77845283
Jul-2015,Under 4 weeks (under 1 month),Tasmania,2.96849965
Jul-2015,Under 4 weeks (under 1 month),Northern Territory,1.1681669
Jul-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.65858545
Jul-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,44.99770242
Jul-2015,4 weeks and under 13 weeks (1-3 months),Victoria,51.3298911
Jul-2015,4 weeks and under 13 weeks (1-3 months),Queensland,19.53889169
Jul-2015,4 weeks and under 13 weeks (1-3 months),South Australia,13.68503673
Jul-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,18.01516445
Jul-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.44432484
Jul-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.14530105
Jul-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.71981324
Jul-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,36.76251543
Jul-2015,13 weeks and under 26 weeks (3-6 months),Victoria,37.33009867
Jul-2015,13 weeks and under 26 weeks (3-6 months),Queensland,26.54551391
Jul-2015,13 weeks and under 26 weeks (3-6 months),South Australia,12.20505819
Jul-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,16.47329076
Jul-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,3.0228157
Jul-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,1.29123461
Jul-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,2.18485398
Jul-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,39.60697061
Jul-2015,26 weeks and under 52 weeks (6-12 months),Victoria,29.48872402
Jul-2015,26 weeks and under 52 weeks (6-12 months),Queensland,38.58754307
Jul-2015,26 weeks and under 52 weeks (6-12 months),South Australia,13.49093062
Jul-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,12.5763729
Jul-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,2.82517343
Jul-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.81627199
Jul-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.50415806
Jul-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,23.67160352
Jul-2015,52 weeks and under 104 weeks (1-2 years),Victoria,17.19540176
Jul-2015,52 weeks and under 104 weeks (1-2 years),Queensland,18.47796125
Jul-2015,52 weeks and under 104 weeks (1-2 years),South Australia,6.82659023
Jul-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,9.61619736
Jul-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,2.11363911
Jul-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.37183678
Jul-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.51423066
Jul-2015,104 weeks and over (2 years and over),New South Wales,35.71580556
Jul-2015,104 weeks and over (2 years and over),Victoria,20.34193357
Jul-2015,104 weeks and over (2 years and over),Queensland,15.45701495
Jul-2015,104 weeks and over (2 years and over),South Australia,9.94570019
Jul-2015,104 weeks and over (2 years and over),Western Australia,9.84120975
Jul-2015,104 weeks and over (2 years and over),Tasmania,1.86979409
Jul-2015,104 weeks and over (2 years and over),Northern Territory,0.62090061
Jul-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.59616107
Aug-2015,Under 4 weeks (under 1 month),New South Wales,42.45389619
Aug-2015,Under 4 weeks (under 1 month),Victoria,36.06776824
Aug-2015,Under 4 weeks (under 1 month),Queensland,35.16549792
Aug-2015,Under 4 weeks (under 1 month),South Australia,10.4558995
Aug-2015,Under 4 weeks (under 1 month),Western Australia,12.69246635
Aug-2015,Under 4 weeks (under 1 month),Tasmania,2.2956247
Aug-2015,Under 4 weeks (under 1 month),Northern Territory,2.14565056
Aug-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.43261668
Aug-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,53.23195325
Aug-2015,4 weeks and under 13 weeks (1-3 months),Victoria,43.71959289
Aug-2015,4 weeks and under 13 weeks (1-3 months),Queensland,32.48168586
Aug-2015,4 weeks and under 13 weeks (1-3 months),South Australia,15.19913322
Aug-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,23.80273993
Aug-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.26085435
Aug-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.76335223
Aug-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,4.59042632
Aug-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,29.05698628
Aug-2015,13 weeks and under 26 weeks (3-6 months),Victoria,31.3432631
Aug-2015,13 weeks and under 26 weeks (3-6 months),Queensland,21.48175633
Aug-2015,13 weeks and under 26 weeks (3-6 months),South Australia,8.93773816
Aug-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,12.86787948
Aug-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.47779364
Aug-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.58300671
Aug-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.51541266
Aug-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,42.16100816
Aug-2015,26 weeks and under 52 weeks (6-12 months),Victoria,38.28381059
Aug-2015,26 weeks and under 52 weeks (6-12 months),Queensland,32.08294479
Aug-2015,26 weeks and under 52 weeks (6-12 months),South Australia,13.05781447
Aug-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,15.32084717
Aug-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,3.19805214
Aug-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.7942963
Aug-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.71214822
Aug-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,27.24216145
Aug-2015,52 weeks and under 104 weeks (1-2 years),Victoria,15.75544967
Aug-2015,52 weeks and under 104 weeks (1-2 years),Queensland,17.88272325
Aug-2015,52 weeks and under 104 weeks (1-2 years),South Australia,9.1712419
Aug-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,8.04909917
Aug-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,1.95769678
Aug-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.42183037
Aug-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.89771466
Aug-2015,104 weeks and over (2 years and over),New South Wales,37.22636534
Aug-2015,104 weeks and over (2 years and over),Victoria,23.76580616
Aug-2015,104 weeks and over (2 years and over),Queensland,16.73982372
Aug-2015,104 weeks and over (2 years and over),South Australia,9.83889257
Aug-2015,104 weeks and over (2 years and over),Western Australia,9.68519857
Aug-2015,104 weeks and over (2 years and over),Tasmania,2.88518056
Aug-2015,104 weeks and over (2 years and over),Northern Territory,1.30974176
Aug-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.86003276
Sep-2015,Under 4 weeks (under 1 month),New South Wales,42.24468841
Sep-2015,Under 4 weeks (under 1 month),Victoria,36.16316247
Sep-2015,Under 4 weeks (under 1 month),Queensland,26.20539377
Sep-2015,Under 4 weeks (under 1 month),South Australia,6.79853838
Sep-2015,Under 4 weeks (under 1 month),Western Australia,13.9559711
Sep-2015,Under 4 weeks (under 1 month),Tasmania,1.30392779
Sep-2015,Under 4 weeks (under 1 month),Northern Territory,1.62754337
Sep-2015,Under 4 weeks (under 1 month),Australian Capital Territory,2.24841318
Sep-2015,4 weeks and under 13 weeks (1-3 months),New South Wales,52.54226766
Sep-2015,4 weeks and under 13 weeks (1-3 months),Victoria,50.40983125
Sep-2015,4 weeks and under 13 weeks (1-3 months),Queensland,34.78397052
Sep-2015,4 weeks and under 13 weeks (1-3 months),South Australia,14.51205068
Sep-2015,4 weeks and under 13 weeks (1-3 months),Western Australia,21.91043799
Sep-2015,4 weeks and under 13 weeks (1-3 months),Tasmania,3.20192506
Sep-2015,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.29267777
Sep-2015,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.67732636
Sep-2015,13 weeks and under 26 weeks (3-6 months),New South Wales,25.51592367
Sep-2015,13 weeks and under 26 weeks (3-6 months),Victoria,29.71537628
Sep-2015,13 weeks and under 26 weeks (3-6 months),Queensland,19.23281595
Sep-2015,13 weeks and under 26 weeks (3-6 months),South Australia,9.4937506
Sep-2015,13 weeks and under 26 weeks (3-6 months),Western Australia,13.60255786
Sep-2015,13 weeks and under 26 weeks (3-6 months),Tasmania,2.44284984
Sep-2015,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.67685083
Sep-2015,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.44789769
Sep-2015,26 weeks and under 52 weeks (6-12 months),New South Wales,46.02374943
Sep-2015,26 weeks and under 52 weeks (6-12 months),Victoria,42.09457152
Sep-2015,26 weeks and under 52 weeks (6-12 months),Queensland,38.61681038
Sep-2015,26 weeks and under 52 weeks (6-12 months),South Australia,14.67286457
Sep-2015,26 weeks and under 52 weeks (6-12 months),Western Australia,17.74223058
Sep-2015,26 weeks and under 52 weeks (6-12 months),Tasmania,3.90079842
Sep-2015,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.96188418
Sep-2015,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.58092942
Sep-2015,52 weeks and under 104 weeks (1-2 years),New South Wales,26.82540389
Sep-2015,52 weeks and under 104 weeks (1-2 years),Victoria,20.78086226
Sep-2015,52 weeks and under 104 weeks (1-2 years),Queensland,17.88370853
Sep-2015,52 weeks and under 104 weeks (1-2 years),South Australia,7.49267891
Sep-2015,52 weeks and under 104 weeks (1-2 years),Western Australia,8.25877533
Sep-2015,52 weeks and under 104 weeks (1-2 years),Tasmania,1.2086376
Sep-2015,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.07197312
Sep-2015,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,0.59004474
Sep-2015,104 weeks and over (2 years and over),New South Wales,32.20196618
Sep-2015,104 weeks and over (2 years and over),Victoria,18.00258778
Sep-2015,104 weeks and over (2 years and over),Queensland,15.55550246
Sep-2015,104 weeks and over (2 years and over),South Australia,10.67221052
Sep-2015,104 weeks and over (2 years and over),Western Australia,6.45858026
Sep-2015,104 weeks and over (2 years and over),Tasmania,2.7236188
Sep-2015,104 weeks and over (2 years and over),Northern Territory,2.50439338
Sep-2015,104 weeks and over (2 years and over),Australian Capital Territory,0.7261859
Oct-2015,Under 4 weeks (under 1 month),New South Wales,49.22948848
Oct-2015,Under 4 weeks (under 1 month),Victoria,38.29884133
Oct-2015,Under 4 weeks (under 1 month),Queensland,28.56450737
Oct-2015,Under 4 weeks (under 1 month),South Australia,15.21579983
